1.307404674598461991e+00,6.478436908522908211e-02,-2.189628578029391148e-01,-9.469610329631396040e-01,-4.757744691685469873e-01,2.993937658500144039e+00,2.524288471635979803e-01,-4.159180426924677931e-01,-6.384708199719770771e-01,1.010228592733066477e-01,7.399112419807398311e+00
1.309215505006238844e+00,6.219940022652980377e-02,-2.237139919334269755e-01,-9.448476044911056082e-01,-4.184485398741673579e-01,3.036894209323141247e+00,2.003695029359450763e-01,-2.305949539583406205e-01,-5.494404913720332129e-01,4.268416433656650466e-01,6.933130982171415546e+00
1.310466366814252659e+00,5.744766727785014654e-02,-2.334527606674174083e-01,-9.381421214955625310e-01,-3.607280018630082408e-01,3.060337291879908772e+00,1.115864900436654983e-01,-9.567561538264143239e-01,-1.883133937899620580e+00,1.249602820050106811e+00,7.496121967530580577e+00
1.310980104689344561e+00,5.360077955548125939e-02,-2.427811549792523726e-01,-9.307804452765916503e-01,-2.973782482528163351e-01,3.070871092044541673e+00,1.726742006695119319e-02,-6.727979126692373857e-03,-4.506979960885496572e-01,5.918733208669200163e-01,8.340081974768123629e+00
1.310708623145016238e+00,5.394728666302000403e-02,-2.451336397840200576e-01,-9.274588935242482624e-01,-2.293750459749537285e-01,3.034391988728952327e+00,-8.504602782125172955e-02,9.278440782330449332e-02,-1.378094025298568504e-01,2.389029920515216565e-01,8.660165508289340508e+00
1.309746766340174506e+00,5.633143345544031760e-02,-2.442693890466379469e-01,-9.254966626660735551e-01,-1.594994584866595289e-01,3.064801357439087326e+00,-1.554652827343354082e-01,5.023313502828173904e-01,3.533690516410470384e-01,2.518908094914794615e-01,8.808547163486188936e+00
1.308410691232300804e+00,5.785049378574306372e-02,-2.463397979939949967e-01,-9.188762193885416929e-01,-9.523193109957125979e-02,3.118018124377103018e+00,-1.785569765427998390e-01,-1.208893411500920889e-01,-8.695771515951891129e-01,1.401386780779965147e+00,7.260756716747769346e+00
1.306707474085021969e+00,5.875488750981659736e-02,-2.495871874565106785e-01,-9.099063031369456489e-01,-4.009839373241910754e-02,3.090786380651449505e+00,-2.468445686022354979e-01,3.466707455948855876e-01,5.620144893898157412e-02,8.408218768338168170e-01,6.523769280470805398e+00
1.304195127324302650e+00,5.831400181098943258e-02,-2.500278208225314436e-01,-9.078863737353914942e-01,8.104194576666947161e-03,2.887230109130404454e+00,-3.809293791868437196e-01,-4.554148790214511688e-01,-1.666690604828119371e-01,-3.359523673194688143e-01,5.528146506517695791e+00
1.300997409219701639e+00,5.715300995211193558e-02,-2.481306251362715154e-01,-9.107133429447972217e-01,4.930052855137616319e-02,2.933890301641679521e+00,-4.184707235519024016e-01,1.647058449802954183e-01,6.398756602375224034e-01,-3.709497728869463606e-01,4.772036712107595058e+00
1.296980871745753827e+00,5.260235619278631064e-02,-2.483357989692420997e-01,-9.165254293932151297e-01,8.747312767300760572e-02,2.726522301966962658e+00,-5.861183813905853635e-01,-1.300348438533012629e+00,-6.896544869452185811e-01,-1.081518370598995693e+00,4.770866015592416076e+00
1.292135659565115446e+00,4.391069567219380021e-02,-2.530033764449230449e-01,-9.229212733806856361e-01,1.254099463649698820e-01,2.821280211272584104e+00,-6.248220173439278380e-01,-8.733312408615863109e-01,-4.774717114047949962e-01,-5.181241683898926143e-01,4.713572273418618508e+00
1.286745652636215542e+00,3.714795868718956395e-02,-2.548503551731054473e-01,-9.299964631176018681e-01,1.613946634400732771e-01,2.746071951768317643e+00,-7.228801460760367892e-01,-8.170231629080403346e-01,1.498934602819174122e-02,-1.249912306459084466e+00,4.283068373392478811e+00
1.280722588770907944e+00,3.580925484271803988e-02,-2.490072949180836548e-01,-9.397749787609949168e-01,2.012971365577821692e-01,2.866469988354605203e+00,-7.829334906949197981e-01,4.798243499826238545e-01,1.444349498853771063e+00,-1.193923620275865183e+00,5.690713729223469741e+00
1.274223686065469874e+00,4.261725108899089287e-02,-2.327418767627303653e-01,-9.512704878439327549e-01,2.447173989050487608e-01,2.875756860537381776e+00,-8.425751111891189860e-01,1.221542935291050291e+00,2.620608662904853059e+00,-1.679150314145097411e+00,5.164938406546097482e+00
1.266865213524053457e+00,4.718539282519954026e-02,-2.175465026622313558e-01,-9.654500934351197827e-01,2.874817276819631728e-01,2.739196429377227737e+00,-9.964914669835028826e-01,-7.775402199185033059e-02,1.179764029359378075e+00,-1.865801419782775472e+00,5.525614987857744076e+00
1.258722943112090098e+00,4.617127154721063775e-02,-2.088265307273406979e-01,-9.793572667697448830e-01,3.269089248909106682e-01,2.753364237894425415e+00,-1.038935818273637457e+00,-1.752364786710464417e-01,1.000301948537867913e+00,-1.611870216597344641e+00,4.332849130472848032e+00
1.250183167055505917e+00,4.586568671300569888e-02,-2.004774612786299759e-01,-9.905062160916616731e-01,3.628680454230069352e-01,2.821498470767080491e+00,-1.095794496819971542e+00,9.807617740761991054e-02,1.086958167567731115e+00,-1.175863623489577625e+00,4.656608131550729723e+00
1.241202905800199208e+00,4.584848530911499187e-02,-1.924921258417189029e-01,-9.998300482180775273e-01,3.949200621106545017e-01,2.803430170654626075e+00,-1.149283659676791469e+00,-1.015227157990885865e-01,9.094399995801963899e-01,-1.155543083667601501e+00,3.358101302122234344e+00
1.231255316236913089e+00,3.935906380685940537e-02,-1.895595778300764866e-01,-1.013469238078779977e+00,4.206318175541651216e-01,2.561707434331634836e+00,-1.338701116988630480e+00,-1.518276769231368784e+00,-1.750244787654741674e-01,-2.252511519428145093e+00,3.069861106853016164e+00
1.220224005109112220e+00,2.461847832414482129e-02,-1.942910381021213662e-01,-1.030697003743943796e+00,4.419053188935646581e-01,2.523798439333245103e+00,-1.419559333527569356e+00,-2.166045074806187021e+00,-1.006824598619510347e+00,-2.054862089060425223e+00,2.249516008788484900e+00
1.208819010127782478e+00,1.221466163741099370e-02,-1.965430255860676212e-01,-1.046821015363939233e+00,4.574848186950744577e-01,2.634555767050084096e+00,-1.430876707175647411e+00,-9.365850858263187195e-01,4.419397896173391516e-01,-1.976498397169268229e+00,1.646240567779661434e+00
